Any,Categoria,Peli,Nominat,Guanyador,CategoriaNet,NominatNom,Sexe
2011,Best Animated Feature (Millor Pel·lícula d'Animació),Rovelló. El carnaval de la Ventafocs,Antoni D'Ocon,FALSE,Millor Pel·lícula d'Animació,Antoni,Home
2011,Best Animated Feature (Millor Pel·lícula d'Animació),Rovelló. El carnaval de la Ventafocs,Josep Peña,FALSE,Millor Pel·lícula d'Animació,Josep,Home
2011,Best Art Direction (Millor Direcció Artística),Pa negre,Ana Alvargonzález,TRUE,Millor Direcció Artística,Ana,Dona
2011,Best Art Direction (Millor Direcció Artística),Buried,María de la Cámara,FALSE,Millor Direcció Artística,Maria,Dona
2011,Best Art Direction (Millor Direcció Artística),Buried,Gabriel Paré,FALSE,Millor Direcció Artística,Gabriel,Home
2011,Best Art Direction (Millor Direcció Artística),Héroes,Joan Sabaté,FALSE,Millor Direcció Artística,Joan,Home
2009,Best TV-Movie (Millor Pel·lícula per a Televisió),Serrallonga,Dominic Harari,FALSE,Millor Pel·lícula per a Televisió,Dominic,Home
2011,Best Cinematography (Millor Fotografia),Pa negre,Antonio Riestra,TRUE,Millor Fotografia,Antonio,Home
2011,Best Cinematography (Millor Fotografia),Buried,Eduard Grau,FALSE,Millor Fotografia,Eduard,Home
2011,Best Cinematography (Millor Fotografia),Héroes,Julián Elizalde,FALSE,Millor Fotografia,Julian,Home
2011,Best Cinematography (Millor Fotografia),Los ojos de Julia,Oscar Faura,FALSE,Millor Fotografia,Oscar,Home
2011,Best Costume Design (Millor vestuari),Pa negre,Mercè Paloma,TRUE,Millor Vestuari,Merce,Dona
2011,Best Costume Design (Millor vestuari),Agnosia,Ariadna Papió,FALSE,Millor Vestuari,Ariadna,Dona
2011,Best Costume Design (Millor vestuari),El Gran Vázquez,María Gil,FALSE,Millor Vestuari,Maria,Dona
2011,Best Costume Design (Millor vestuari),Lope,Tatiana Hernández,FALSE,Millor Vestuari,Tatiana,Dona
2011,Best Documentary (Millor Pel·lícula Documental),"Bicicleta, cullera, poma",Carles Bosch,TRUE,Millor Pel·lícula Documental,Carles,Home
2011,Best Documentary (Millor Pel·lícula Documental),Familystrip,Lluís Miñarro,FALSE,Millor Pel·lícula Documental,Lluis,Home
2011,Best Documentary (Millor Pel·lícula Documental),María y yo,Félix Fernández de Castro,FALSE,Millor Pel·lícula Documental,Felix,Home
2011,Best Documentary (Millor Pel·lícula Documental),María y yo,Ibon Olaskoaga,FALSE,Millor Pel·lícula Documental,Ibon,Home
2011,Best Documentary (Millor Pel·lícula Documental),¿Dónde se nacionaliza la marea?,Carlos Benpar,FALSE,Millor Pel·lícula Documental,Carlos,Home
2011,Best European Film (Millor Pel·lícula Europea),La cinta blanca,Michael Haneke,TRUE,Millor Pel·lícula Europea,Michael,Home
2010,Best European Film (Millor Pel·lícula Europea),Moon,Duncan Jones,FALSE,Millor Pel·lícula Europea,Duncan,Home
2011,Best European Film (Millor Pel·lícula Europea),El escritor,Roman Polanski,FALSE,Millor Pel·lícula Europea,Roman,Home
2011,Best European Film (Millor Pel·lícula Europea),El escritor,Robert Harris,FALSE,Millor Pel·lícula Europea,Robert,Home
2011,Best European Film (Millor Pel·lícula Europea),Origen,Christopher Nolan,FALSE,Millor Pel·lícula Europea,Christopher,Home
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Pa negre,Agustí Villaronga,TRUE,Millor Pel·lícula,Agusti,Home
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Elisa K,Jordi Cadena,FALSE,Millor Pel·lícula,Jordi,Home
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Elisa K,Judith Colell,FALSE,Millor Pel·lícula,Judith,Dona
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Héroes,Pau Freixas,FALSE,Millor Pel·lícula,Pau,Home
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Héroes,Albert Espinosa,FALSE,Millor Pel·lícula,Albert,Home
2011,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),La mosquitera,Agustí Vila,FALSE,Millor Pel·lícula,Agusti,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Pa negre,Alma Casal,TRUE,Millor Maquillatge i Perruqueria,Alma,Dona
2010,Best Documentary (Millor Pel·lícula Documental),Garbo: El espía,Edmon Roch,TRUE,Millor Pel·lícula Documental,Edmon,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),El Gran Vázquez,Blanca Sánchez,FALSE,Millor Maquillatge i Perruqueria,Blanca,Dona
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),El Gran Vázquez,José Quetglás,FALSE,Millor Maquillatge i Perruqueria,Jose,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),La leyenda del innombrable,Laura Zamacois,FALSE,Millor Maquillatge i Perruqueria,Laura,Dona
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Lope,Martín Macías Trujillo,FALSE,Millor Maquillatge i Perruqueria,Martin,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Lope,Karmele Soler,FALSE,Millor Maquillatge i Perruqueria,Karmele,Dona
2010,Best Screenplay (Millor Guió),Garbo: El espía,Edmon Roch,TRUE,Millor Guió,Edmon,Home
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Buried,Rodrigo Cortés,TRUE,Millor Pel·lícula en llengua no catalana,Rodrigo,Home
2015,Best Production Manager (Millor Direcció de Producció),El Niño,Edmon Roch,TRUE,Millor Direcció de Producció,Edmon,Home
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El Gran Vázquez,Óscar Aibar,FALSE,Millor Pel·lícula en llengua no catalana,Oscar,Home
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los ojos de Julia,Guillem Morales,FALSE,Millor Pel·lícula en llengua no catalana,Guillem,Home
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los ojos de Julia,Oriol Paulo,FALSE,Millor Pel·lícula en llengua no catalana,Oriol,Home
2019,Best Production Manager (Millor Direcció de Producció),Yucatán,Edmon Roch,FALSE,Millor Direcció de Producció,Edmon,Home
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Uruguay,Helena Mas,FALSE,Millor Pel·lícula en llengua no catalana,Helena,Dona
2011,Best Original Score (Millor Música Original),Pa negre,José Manuel Pagán,TRUE,Millor Música Original,Jose,Home
2011,Best Original Score (Millor Música Original),Héroes,Arnau Bataller,FALSE,Millor Música Original,Arnau,Home
2011,Best Original Score (Millor Música Original),La leyenda del innombrable,Santos Martínez,FALSE,Millor Música Original,Santos,Home
2011,Best Original Score (Millor Música Original),¿Dónde se nacionaliza la marea?,Xavier Oró,FALSE,Millor Música Original,Xavier,Home
2011,Best Original Score (Millor Música Original),¿Dónde se nacionaliza la marea?,Pep Solórzano,FALSE,Millor Música Original,Pep,Home
2011,Best Production Manager (Millor direcció de producció),Pa negre,Aleix Castellón,TRUE,Millor Direcció de Producció,Aleix,Home
2011,Best Production Manager (Millor direcció de producció),Héroes,Inés Font,FALSE,Millor Direcció de Producció,Ines,Dona
2011,Best Production Manager (Millor direcció de producció),La leyenda del innombrable,Víctor H. Torner,FALSE,Millor Direcció de Producció,Victor,Home
2011,Best Production Manager (Millor direcció de producció),Los ojos de Julia,Reyes Matabuena,FALSE,Millor Direcció de Producció,Reyes,Home
2011,Best Production Manager (Millor direcció de producció),Los ojos de Julia,Reyes Matabuena,FALSE,Millor Direcció de Producció,Reyes,Dona
2011,Best Production Manager (Millor direcció de producció),Los ojos de Julia,Reyes Matabuena,FALSE,Millor Direcció de Producció,Reyes,Home
2011,Best Production Manager (Millor direcció de producció),Los ojos de Julia,Reyes Matabuena,FALSE,Millor Direcció de Producció,Reyes,Dona
2011,Best Screenplay (Millor Guió),Pa negre,Agustí Villaronga,TRUE,Millor Guió,Agusti,Home
2017,Best European Film (Millor Pel·lícula Europea),Langosta,Efthymis Filippou,FALSE,Millor Pel·lícula Europea,Efthymis,Home
2011,Best Screenplay (Millor Guió),Héroes,Albert Espinosa,FALSE,Millor Guió,Albert,Home
2011,Best Screenplay (Millor Guió),Héroes,Pau Freixas,FALSE,Millor Guió,Pau,Home
2011,Best Screenplay (Millor Guió),La mosquitera,Agustí Vila,FALSE,Millor Guió,Agusti,Home
2011,Best Short Film (Millor Curtmetratge),Les bessones del carrer de Ponent,Marc Riba,TRUE,Millor Curtmetratge,Marc,Home
2011,Best Short Film (Millor Curtmetratge),Les bessones del carrer de Ponent,Anna Solanas,TRUE,Millor Curtmetratge,Anna,Dona
2011,Best Short Film (Millor Curtmetratge),Fuck War,Germán Roda,FALSE,Millor Curtmetratge,German,Home
2011,Best Short Film (Millor Curtmetratge),"Lo siento, te quiero",Leticia Dolera,FALSE,Millor Curtmetratge,Leticia,Dona
2011,Best Short Film (Millor Curtmetratge),Mi amigo invisible,Pablo Larcuen,FALSE,Millor Curtmetratge,Pablo,Home
2011,Best Sound (Millor So),Pa negre,Fernando Novillo,TRUE,Millor So,Fernando,Home
2011,Best Sound (Millor So),Pa negre,Dani Fontrodona,TRUE,Millor So,Dani,Home
2011,Best Sound (Millor So),Pa negre,Ricard Casals,TRUE,Millor So,Ricard,Home
2011,Best Sound (Millor So),Buried,Urko Garai,FALSE,Millor So,Urko,Home
2011,Best Sound (Millor So),Buried,James Muñoz,FALSE,Millor So,James,Home
2011,Best Sound (Millor So),Buried,Marc Orts,FALSE,Millor So,Marc,Home
2011,Best Sound (Millor So),Héroes,Ferran Mengod,FALSE,Millor So,Ferran,Home
2011,Best Sound (Millor So),Héroes,Marc Orts,FALSE,Millor So,Marc,Home
2011,Best Sound (Millor So),Héroes,Marisol Nievas,FALSE,Millor So,Marisol,Dona
2011,Best Sound (Millor So),Los ojos de Julia,Albert Manera,FALSE,Millor So,Albert,Home
2011,Best Sound (Millor So),Los ojos de Julia,Oriol Tarragó,FALSE,Millor So,Oriol,Home
2011,Best Sound (Millor So),Los ojos de Julia,Marc Orts,FALSE,Millor So,Marc,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Viaje mágico a África,Josep Maria Aragonés,TRUE,Millors Efectes Visuals,Josep,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Buried,Mónica Alarcón,FALSE,Millors Efectes Visuals,Monica,Dona
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Buried,María de la Cámara,FALSE,Millors Efectes Visuals,Maria,Dona
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Buried,Gabriel Paré,FALSE,Millors Efectes Visuals,Gabriel,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Buried,Àlex Villagrasa,FALSE,Millors Efectes Visuals,Alex,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Buried,Salvador Santana,FALSE,Millors Efectes Visuals,Salvador,Home
2016,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Anacleto: Agente secreto,Eli Adánez,FALSE,Millor Maquillatge i Perruqueria,Eli,Dona
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Los ojos de Julia,David Martí,FALSE,Millors Efectes Visuals,David,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Los ojos de Julia,Montse Ribé,FALSE,Millors Efectes Visuals,Montse,Dona
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Los ojos de Julia,Jordi San Agustín,FALSE,Millors Efectes Visuals,Jordi,Home
2011,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Los ojos de Julia,Lluís Castells,FALSE,Millors Efectes Visuals,Lluis,Home
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),Cuatro estaciones,Marcel Barrena,TRUE,Millor Pel·lícula per a Televisió,Marcel,Home
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),El viaje vertical,Ona Planas,FALSE,Millor Pel·lícula per a Televisió,Ona,Dona
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),La Mari 2,Ricard Figueras,FALSE,Millor Pel·lícula per a Televisió,Ricard,Home
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),La Mari 2,Pau Garsaball,FALSE,Millor Pel·lícula per a Televisió,Pau,Home
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),Ull per ull,Mar Targarona,FALSE,Millor Pel·lícula per a Televisió,Mar,Dona
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),Ull per ull,Isaac Palmiola,FALSE,Millor Pel·lícula per a Televisió,Isaac,Home
2011,Best TV-Movie (Millor Pel·lícula per a Televisió),Ull per ull,Eduard Rodrigo,FALSE,Millor Pel·lícula per a Televisió,Eduard,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Chico & Rita,Fernando Trueba,TRUE,Millor Pel·lícula d'Animació,Fernando,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Chico & Rita,Javier Mariscal,TRUE,Millor Pel·lícula d'Animació,Javier,Home
2012,Best Film Editing (Millor Muntatge),Open 24h,Emanuele Tiziani,FALSE,Millor Muntatge,Emanuele,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Chico & Rita,Ignacio Martínez de Pisón,TRUE,Millor Pel·lícula d'Animació,Ignacio,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Arrugas,Ignacio Ferreras,FALSE,Millor Pel·lícula d'Animació,Ignacio,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Arrugas,Ángel de la Cruz,FALSE,Millor Pel·lícula d'Animació,Angel,Home
2012,Best Original Score (Millor Música Original),Eva,Evgueni Galperine,FALSE,Millor Música Original,Evgueni,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Copito de Nieve,Andrés G. Schaer,FALSE,Millor Pel·lícula d'Animació,Andres,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Copito de Nieve,Albert Val,FALSE,Millor Pel·lícula d'Animació,Albert,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Copito de Nieve,Amèlia Mora,FALSE,Millor Pel·lícula d'Animació,Amelia,Dona
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Copito de Nieve,Andrés G. Schaer,FALSE,Millor Pel·lícula d'Animació,Andres,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Rovelló i la llegenda de Sant Jordi,Antoni D'Ocon,FALSE,Millor Pel·lícula d'Animació,Antoni,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Rovelló i la llegenda de Sant Jordi,Josep Peña,FALSE,Millor Pel·lícula d'Animació,Josep,Home
2012,Best Cinematography (Millor Fotografia),Eva,Arnau Valls Colomer,TRUE,Millor Fotografia,Arnau,Home
2012,Best Cinematography (Millor Fotografia),Bruc: El desafío,Juan Miguel Azpiroz,FALSE,Millor Fotografia,Juan,Home
2012,Best Cinematography (Millor Fotografia),Katmandú: Un espejo en el cielo,Antonio Riestra,FALSE,Millor Fotografia,Antonio,Home
2012,Best Cinematography (Millor Fotografia),Mientras duermes,Pablo Rosso,FALSE,Millor Fotografia,Pablo,Home
2012,Best Costume Design (Millor vestuari),Bruc: El desafío,Ariadna Papió,TRUE,Millor Vestuari,Ariadna,Dona
2012,Best Costume Design (Millor vestuari),Eva,María Gil,FALSE,Millor Vestuari,Maria,Dona
2012,Best Costume Design (Millor vestuari),Mientras duermes,Marian Coromina,FALSE,Millor Vestuari,Marian,Home
2012,Best Costume Design (Millor vestuari),Mientras duermes,Marian Coromina,FALSE,Millor Vestuari,Marian,Dona
2012,Best Costume Design (Millor vestuari),Mientras duermes,Marian Coromina,FALSE,Millor Vestuari,Marian,Home
2012,Best Costume Design (Millor vestuari),Mientras duermes,Marian Coromina,FALSE,Millor Vestuari,Marian,Dona
2012,Best Costume Design (Millor vestuari),Mil cretinos,Montse Amenós,FALSE,Millor Vestuari,Montse,Dona
2012,Best Documentary (Millor Pel·lícula Documental),"Barcelona, abans que el temps ho esborri",Mireia Ros,TRUE,Millor Pel·lícula Documental,Mireia,Dona
2012,Best Documentary (Millor Pel·lícula Documental),"Barcelona, abans que el temps ho esborri",Javier Baladía,TRUE,Millor Pel·lícula Documental,Javier,Home
2012,Best Documentary (Millor Pel·lícula Documental),"Barcelona, abans que el temps ho esborri",Victoria Bermejo,TRUE,Millor Pel·lícula Documental,Victoria,Dona
2012,Best Documentary (Millor Pel·lícula Documental),Al final de la escapada,Albert Solé,FALSE,Millor Pel·lícula Documental,Albert,Home
2013,Best TV-Movie (Millor Pel·lícula per a Televisió),Tornarem,Felip Solé,TRUE,Millor Pel·lícula per a Televisió,Felip,Home
2009,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),El Greco,Fermí Reixach,FALSE,Millor Actor Secundari,Fermi,Home
2010,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Estación del olvido,Fermí Reixach,FALSE,Millor Protagonista Masculí,Fermi,Home
2010,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),The Frost (La escarcha),Fermí Reixach,FALSE,Millor Actor Secundari,Fermi,Home
2012,Best European Film (Millor Pel·lícula Europea),El discurso del rey,David Seidler,TRUE,Millor Pel·lícula Europea,David,Home
2011,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),La mosquitera,Fermí Reixach,FALSE,Millor Actor Secundari,Fermi,Home
2012,Best European Film (Millor Pel·lícula Europea),No habrá paz para los malvados,Enrique Urbizu,FALSE,Millor Pel·lícula Europea,Enrique,Home
2012,Best European Film (Millor Pel·lícula Europea),No habrá paz para los malvados,Michel Gaztambide,FALSE,Millor Pel·lícula Europea,Michel,Home
2010,Best Original Score (Millor Música Original),The Frost (La escarcha),Fletcher Ventura,FALSE,Millor Música Original,Fletcher,Home
2012,Best Film Editing (Millor Muntatge),Mientras duermes,Guillermo de la Cal,TRUE,Millor Muntatge,Guillermo,Home
2012,Best Film Editing (Millor Muntatge),Bruc: El desafío,Marc Soria,FALSE,Millor Muntatge,Marc,Home
2012,Best Film Editing (Millor Muntatge),Eva,Elena Ruiz,FALSE,Millor Muntatge,Elena,Dona
2012,Best Film Editing (Millor Muntatge),Open 24h,Sara López,FALSE,Millor Muntatge,Sara,Dona
2010,Best European Film (Millor Pel·lícula Europea),Bienvenidos al Norte,Franck Magnier,FALSE,Millor Pel·lícula Europea,Franck,Home
2013,Best European Film (Millor Pel·lícula Europea),En la casa,François Ozon,FALSE,Millor Pel·lícula Europea,Francois,Home
